dataset,algorithm,platformId,runId,Energy,phase,acronym,hp1,val1,hp2,val2
DHG,KM-tol-0.1-maxIter-100,1,2,566.2499999999999,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,2,0,590.8899999999999,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,2,1,649.455,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,2,2,643.03,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,3,0,593.5400000000002,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,3,1,623.1299999999999,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,3,2,577.54,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,4,0,506.355,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,4,1,502.915,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,4,2,454.15,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,5,0,612.27,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,5,1,612.73,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,5,2,594.085,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,6,0,623.775,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,6,1,632.4200000000002,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,6,2,544.6949999999998,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,7,0,425.42,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,7,1,455.28,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,7,2,457.00999999999993,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,8,0,640.01,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,8,1,597.0600000000002,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,8,2,594.8399999999998,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,9,0,912.505,test,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,9,1,989.54,test,KM,tol,0.1,maxIter,100
